走向,zou3 xiang4
帐篷,zhang4 peng5
帐目,zhang4 mu4
帐棚,zhang4 peng5
帐户,zhang4 hu4
帐幕,zhang4 mu4
帐幔,zhang4 man4
帐子,zhang4 zi5
帐单,zhang4 dan1
预备,yu4 bei4
预兆,yu4 zhao4
低迷,di1 mi2
席卷,xi2 juan3
预先,yu4 xian1
席子,xi2 zi5
低谷,di1 gu3
低调,di1 diao4
低语,di1 yu3
席勒,Xi2 le4
预卜,yu4 bu3
席位,xi2 wei4
预告,yu4 gao4
低落,di1 luo4
低脂,di1 zhi1
师长,shi1 zhang3
师资,shi1 zi1
师表,shi1 biao3
预售,yu4 shou4
低能,di1 neng2
师范,shi1 fan4
师生,shi1 sheng1
低胸,di1 xiong1
师父,shi1 fu5
师母,shi1 mu3
师从,shi1 cong2
师徒,shi1 tu2
师弟,shi1 di4
师尊,shi1 zun1
袁州,Yuan2 zhou1
师宗,Shi1 zong1
师姐,shi1 jie3
师妹,shi1 mei4
师奶,shi1 nai3
师大,shi1 da4
师古,shi1 gu3
师友,shi1 you3
袁枚,Yuan2 Mei2
袁桷,Yuan2 Jue2
袁绍,Yuan2 Shao4
师兄,shi1 xiong1
师傅,shi1 fu5
低声,di1 sheng1
低耗,di1 hao4
低缓,di1 huan3
帅气,shuai4 qi5
帅哥,shuai4 ge1
袁静,Yuan2 Jing4
低维,di1 wei2
预报,yu4 bao4
低级,di1 ji2
预定,yu4 ding4
预后,yu4 hou4
帝都,di4 du1
帝辛,Di4 Xin1
袁头,Yuan2 tou2
低等,di1 deng3
低端,di1 duan1
帝王,di4 wang2
袈裟,jia1 sha1
低洼,di1 wa1
袋子,dai4 zi5
袋熊,dai4 xiong2
帝国,di4 guo2
帝喾,Di4 Ku4
帝后,di4 hou4
帝力,Di4 li4
帝制,di4 zhi4
帝俊,Di4 jun4
帝俄,Di4 E2
帝位,di4 wei4
帝京,di4 jing1
预想,yu4 xiang3
帛金,bo2 jin1
帛画,bo2 hua4
帛琉,Bo2 liu2
预感,yu4 gan3
低空,di1 kong1
低矮,di1 ai3
预扣,yu4 kou4
低产,di1 chan3
低烧,di1 shao1
袋狼,dai4 lang2
袋鼠,dai4 shu3
帖服,tie1 fu2
低热,di1 re4
袍子,pao2 zi5
袍泽,pao2 ze2
帖子,tie3 zi5
预提,yu4 ti2
低潮,di1 chao2
低温,di1 wen1
低沉,di1 chen2
袒免,tan3 mian3
袒庇,tan3 bi4
袒缚,tan3 fu4
袒胸,tan3 xiong1
帕西,Pa4 xi1
袒膊,tan3 bo2
袒衣,tan3 yi1
袒裼,tan3 xi1
袒护,tan3 hu4
袒露,tan3 lu4
预支,yu4 zhi1
袖口,xiu4 kou3
袖套,xiu4 tao4
袖子,xiu4 zi5
袖扣,xiu4 kou4
袖标,xiu4 biao1
袖珍,xiu4 zhen1
袖章,xiu4 zhang1
袖筒,xiu4 tong3
袖箍,xiu4 gu1
袖管,xiu4 guan3
袖箭,xiu4 jian4
低栏,di1 lan2
低档,di1 dang4
低昂,di1 ang2
低效,di1 xiao4
帕斯,Pa4 si1
预料,yu4 liao4
预会,yu4 hui4
预期,yu4 qi1
低息,di1 xi1
低廉,di1 lian2
低帮,di1 bang1
帕子,pa4 zi5
被动,bei4 dong4
被告,bei4 gao4
被单,bei4 dan1
帕劳,Pa4 lao2
被套,bei4 tao4
被子,bei4 zi5
低层,di1 ceng2
预案,yu4 an4
帑藏,tang3 zang4
预测,yu4 ce4
被捕,bei4 bu3
被控,bei4 kong4
被毛,bei4 mao2
被禁,bei4 jin4
被窝,bei4 wo1
被绑,bei4 bang3
希腊,Xi1 la4
被卧,bei4 wo5
被褥,bei4 ru4
希罕,xi1 han5
希神,Xi1 shen2
被译,bei4 yi4
被迫,bei4 po4
被面,bei4 mian4
低压,di1 ya1
低垂,di1 chui2
希尔,Xi1 er3
希洪,Xi1 hong2
低地,di1 di4
低劣,di1 lie4
预演,yu4 yan3
袴子,ku4 zi5
预热,yu4 re4
低利,di1 li4
袷袄,jia2 ao3
希望,xi1 wang4
低分,di1 fen1
预知,yu4 zhi1
袼褙,ge1 bei4
希斯,Xi1 si1
低价,di1 jia4
低保,di1 bao3
预示,yu4 shi4
预祝,yu4 zhu4
裁并,cai2 bing4
裁兵,cai2 bing1
裁切,cai2 qie1
希奇,xi1 qi2
裁判,cai2 pan4
裁剪,cai2 jian3
裁员,cai2 yuan2
裁夺,cai2 duo2
裁定,cai2 ding4
裁度,cai2 du4
裁撤,cai2 che4
裁断,cai2 duan4
裁汰,cai2 tai4
希仁,Xi1 ren2
低俗,di1 su2
预科,yu4 ke1
帆船,fan1 chuan2
帆板,fan1 ban3
裁决,cai2 jue2
帆布,fan1 bu4
帆伞,fan1 san3
低估,di1 gu1
裁减,cai2 jian3
裁答,cai2 da2
裁缝,cai2 feng2
裁处,cai2 chu3
裁制,cai2 zhi4
裁军,cai2 jun1
裁革,cai2 ge2
低于,di1 yu2
裂化,lie4 hua4
裂口,lie4 kou3
裂殖,lie4 zhi2
布鞋,bu4 xie2
裂片,lie4 pian4
裂璺,lie4 wen4
裂痕,lie4 hen2
裂纹,lie4 wen2
布防,bu4 fang2
裂缝,lie4 feng4
裂罅,lie4 xia4
裂解,lie4 jie3
裂变,lie4 bian4
裂谷,lie4 gu3
裂开,lie4 kai1
裂隙,lie4 xi4
低丘,di1 qiu1
低下,di1 xia4
布道,bu4 dao4
预算,yu4 suan4
袅娜,niao3 nuo2
袅袅,niao3 niao3
布谷,bu4 gu3
上犹,Shang4 you2
预约,yu4 yue1
布袋,Bu4 dai4
位置,wei4 zhi5
位移,wei4 yi2
位次,wei4 ci4
预习,yu4 xi2
位于,wei4 yu2
预装,yu4 zhuang1
裔胄,yi4 zhou4
位形,wei4 xing2
布署,bu4 shu3
布线,bu4 xian4
裕仁,Yu4 ren2
裕固,Yu4 gu4
裕安,Yu4 an1
裕民,Yu4 min2
裕华,Yu4 hua2
位居,wei4 ju1
位子,wei4 zi5
位图,wei4 tu2
裙子,qun2 zi5
布满,bu4 man3
裙裤,qun2 ku4
位列,wei4 lie4
预制,yu4 zhi4
补丁,bu3 ding1
补偿,bu3 chang2
补充,bu3 chong1
补助,bu3 zhu4
补卡,bu3 ka3
补品,bu3 pin3
补报,bu3 bao4
补救,bu3 jiu4
补数,bu3 shu4
补法,bu3 fa3
补液,bu3 ye4
布朗,Bu4 lang3
布施,bu4 shi1
布料,bu4 liao4
布斐,bu3 fei3
补满,bu3 man3
布拖,Bu4 tuo1
补泻,bu3 xie4
补炉,bu3 lu2
补牙,bu3 ya2
补登,bu3 deng1
补发,bu3 fa1
补白,bu3 bai2
补益,bu3 yi4
布托,Bu4 tuo1
布建,bu4 jian4
补眠,bu3 mian2
补码,bu3 ma3
布幕,bu4 mu4
补票,bu3 piao4
布帛,bu4 bo2
补税,bu3 shui4
补种,bu3 zhong4
补给,bu3 ji3
补缀,bu3 zhui4
补缺,bu3 que1
补习,bu3 xi2
布城,Bu4 cheng2
补考,bu3 kao3
布囊,bu4 nang2
补胎,bu3 tai1
补色,bu3 se4
补花,bu3 hua1
补苗,bu3 miao2
补药,bu3 yao4
布匹,bu4 pi3
补血,bu3 xue4
补裰,bu3 duo1
补角,bu3 jiao3
布依,Bu4 yi1
补语,bu3 yu3
布伍,bu4 wu3
补课,bu3 ke4
布什,Bu4 shi2
布下,bu4 xia4
布丁,bu4 ding1
位元,wei4 yuan2
市顷,shi4 qing3
市面,shi4 mian4
市集,shi4 ji2
市长,shi4 zhang3
市镇,shi4 zhen4
市钱,shi4 qian2
市郊,shi4 jiao1
补货,bu3 huo4
补贴,bu3 tie1
补足,bu3 zu2
市县,shi4 xian4
市立,shi4 li4
补过,bu3 guo4
补选,bu3 xuan3
市民,shi4 min2
市曹,shi4 cao2
市斤,shi4 jin1
补遗,bu3 yi2
补钉,bu3 ding1
补阙,bu3 que1
市政,shi4 zheng4
市担,shi4 dan4
市引,shi4 yin3
市尺,shi4 chi3
市容,shi4 rong2
市委,shi4 wei3
补集,bu3 ji2
补电,bu3 dian4
补靪,bu3 ding1
补养,bu3 yang3
补体,bu3 ti3
上火,shang4 huo3
装B,zhuang1 bi1
装作,zhuang1 zuo4
装佯,zhuang1 yang2
装修,zhuang1 xiu1
市场,shi4 chang3
装备,zhuang1 bei4
市区,shi4 qu1
装傻,zhuang1 sha3
市制,shi4 zhi4
市两,shi4 liang3
市内,shi4 nei4
市侩,shi4 kuai4
市价,shi4 jia4
装入,zhuang1 ru4
装出,zhuang1 chu1
市井,shi4 jing3
装卸,zhuang1 xie4
装嫩,zhuang1 nen4
市丈,shi4 zhang4
上涨,shang4 zhang3
预见,yu4 jian4
上演,shang4 yan3
装屄,zhuang1 bi1
巾帼,jin1 guo2
预览,yu4 lan3
装帧,zhuang1 zhen1
预言,yu4 yan2
布雷,bu4 lei2
卺饮,jin3 yin3
布道,bu4 dao4
巷弄,xiang4 long4
巷子,xiang4 zi5
预订,yu4 ding4
预计,yu4 ji4
装弹,zhuang1 dan4
装成,zhuang1 cheng2
装扮,zhuang1 ban4
巴黎,Ba1 li2
装料,zhuang1 liao4
装有,zhuang1 you3
装束,zhuang1 shu4
装机,zhuang1 ji1
装满,zhuang1 man3
装潢,zhuang1 huang2
装璜,zhuang1 huang2
装甲,zhuang1 jia3
装病,zhuang1 bing4
装置,zhuang1 zhi4
装船,zhuang1 chuan2
装萌,zhuang1 meng2
装蒜,zhuang1 suan4
装袋,zhuang1 dai4
巴青,Ba1 qing1
巴阿,Ba1 A1
巴闭,ba1 bi4
巴录,Ba1 lu4
装订,zhuang1 ding4
巴金,Ba1 Jin1
装设,zhuang1 she4
装货,zhuang1 huo4
装载,zhuang1 zai4
装逼,zhuang1 bi1
装运,zhuang1 yun4
巴里,Ba1 li3
装配,zhuang1 pei4
巴赫,Ba1 he4
装饰,zhuang1 shi4
装点,zhuang1 dian3
布置,bu4 zhi4
预设,yu4 she4
布景,bu4 jing3
巴豆,ba1 dou4
里外,li3 wai4
巴解,Ba1 jie3
里子,li3 zi5
里带,li3 dai4
巴西,Ba1 xi1
巴蜀,Ba1 shu3
巴莫,Ba1 Mo4
里手,li3 shou3
里脊,li3 ji5
里边,li3 bian5
巴县,Ba1 xian4
巴结,ba1 jie5
巴纽,Ba1 niu3
里面,li3 mian4
里头,li3 tou5
巴登,Ba1 deng1
布局,bu4 ju2
巴生,Ba1 sheng1
预试,yu4 shi4
预谋,yu4 mou2
巴特,Ba1 te4
裨益,bi4 yi4
裨补,bi4 bu3
布告,bu4 gao4
预警,yu4 jing3
布伍,bu4 wu3
裱糊,biao3 hu2
裱背,biao3 bei4
裱褙,biao3 bei4
巴尔,Ba1 er3
齿孔,chi3 kong3
伫立,zhu4 li4
巴氏,Ba1 shi4
伫列,zhu4 lie4
裴回,pei2 hui2
裴济,Pei2 ji4
巴楚,Ba1 chu3
上游,shang4 you2
裸像,luo3 xiang4
裸地,luo3 di4
裸奔,luo3 ben1
裸婚,luo3 hun1
裸官,luo3 guan1
裸岩,luo3 yan2
裸戏,luo3 xi4
巴林,Ba1 lin2
裸替,luo3 ti4
裸模,luo3 mo2
巴东,Ba1 dong1
巴望,ba1 wang4
裸机,luo3 ji1
裸照,luo3 zhao4
巴新,Ba1 xin1
裸眼,luo3 yan3
裸袒,luo3 tan3
裸裎,luo3 cheng2
裸辞,luo3 ci2
裸露,luo3 lu4
巴斯,Ba1 si1
巴斗,ba1 dou3
裸体,luo3 ti3
巴掌,ba1 zhang3
裸鲤,luo3 li3
裸麦,luo3 mai4
预购,yu4 gou4
裹包,guo3 bao1
裹挟,guo3 xie2
裹胁,guo3 xie2
裹脚,guo3 jiao3
但愿,dan4 yuan4
预赛,yu4 sai4
但书,dan4 shu1
巴扎,ba1 zha1
巴戟,ba1 ji3
制件,zhi4 jian4
制作,zhi4 zuo4
制假,zhi4 jia3
制备,zhi4 bei4
制剂,zhi4 ji4
制品,zhi4 pin3
制售,zhi4 shou4
巴彦,Ba1 yan4
巴库,Ba1 ku4
制图,zhi4 tu2
制成,zhi4 cheng2
制片,zhi4 pian4
制版,zhi4 ban3
制程,zhi4 cheng2
制表,zhi4 biao3
制造,zhi4 zao4
制陶,zhi4 tao2
但是,dan4 shi4
预选,yu4 xuan3
巴州,Ba1 zhou1
预配,yu4 pei4
褂子,gua4 zi5
但丁,Dan4 ding1
巴山,Ba1 shan1
复利,fu4 li4
复印,fu4 yin4
复句,fu4 ju4
复合,fu4 he2
复姓,fu4 xing4
复写,fu4 xie3
复式,fu4 shi4
巴士,ba1 shi4
复数,fu4 shu4
复方,fu4 fang1
复本,fu4 ben3
复比,fu4 bi3
巴塘,Ba1 tang2
复眼,fu4 yan3
复社,Fu4 she4
复线,fu4 xian4
巴唧,ba1 ji5
复习,fu4 xi2
巴哥,ba1 ge1
复听,fu4 ting1
复叶,fu4 ye4
巴哈,Ba1 ha1
复制,fu4 zhi4
复视,fu4 shi4
巴厘,Ba1 li2
复词,fu4 ci2
巴南,Ba1 nan2
复试,fu4 shi4
复变,fu4 bian4
复赛,fu4 sai4
复迭,fu4 die2
复杂,fu4 za2
巴力,Ba1 li4
齿嵴,chi3 ji3
佃农,dian4 nong2
巴利,Ba1 li4
褊狭,bian3 xia2
佃户,dian4 hu4
一度,yi1 du4
齿更,chi3 geng1
鸬鹚,lu2 ci2
褐煤,he4 mei2
褐色,he4 se4
齿根,chi3 gen1
褒呔,bao1 tai1
褒姒,Bao1 si4
巴以,Ba1 Yi3
褒忠,Bao1 zhong1
褒扬,bao1 yang2
巴中,Ba1 zhong1
褒义,bao1 yi4
褒贬,bao1 bian3
预防,yu4 fang2
齿条,chi3 tiao2
顽劣,wan2 lie4
巳蛇,si4 she2
巳时,si4 shi2
伽马,ga1 ma3
褓姆,bao3 mu3
已经,yi3 jing1
已知,yi3 zhi1
已然,yi3 ran2
已灭,yi3 mie4
已故,yi3 gu4
褓母,bao3 mu3
已往,yi3 wang3
已婚,yi3 hun1
顽匪,wan2 fei3
顽固,wan2 gu4
已久,yi3 jiu3
顽强,wan2 qiang2
己酉,ji3 you3
己见,ji3 jian4
己糖,ji3 tang2
己未,ji3 wei4
己方,ji3 fang1
顽梗,wan2 geng3
己巳,ji3 si4
顽民,wan2 min2
己卯,ji3 mao3
己亥,ji3 hai4
己丑,ji3 chou3
伽师,Jia1 shi1
顽疾,wan2 ji2
顽症,wan2 zheng4
差点,cha4 dian3
顽皮,wan2 pi2
差额,cha1 e2
差错,cha1 cuo4
差迟,cha1 chi2
差遣,chai1 qian3
差远,cha4 yuan3
顽童,wan2 tong2
差距,cha1 ju4
差谬,cha4 miu4
差误,cha1 wu4
差评,cha4 ping2
差讹,cha1 e2
伽倻,Jia1 ye1
差异,cha1 yi4
差生,cha4 sheng1
差派,chai1 pai4
差池,cha1 chi2
褡裢,da1 lian5
差数,cha1 shu4
齿蠹,chi3 du4
差役,chai1 yi4
顽钝,wan2 dun4
差失,cha1 shi1
差商,cha1 shang1
褥子,ru4 zi5
差劲,cha4 jin4
差别,cha1 bie2
褥疮,ru4 chuang1
差分,cha1 fen1
差价,cha1 jia4
差使,chai1 shi5
差使,chai1 shi3
差事,chai1 shi5
差事,cha4 shi4
似雪,si4 xue3
鹦鹉,ying1 wu3
似的,shi4 de5
颁布,ban1 bu4
褪下,tun4 xia4
褪光,tui4 guang1
褪色,tui4 se4
似核,si4 he2
颁授,ban1 shou4
颁奖,ban1 jiang3
颁发,ban1 fa1
巫医,wu1 yi1
巫觋,wu1 xi2
巫术,wu1 shu4
褫夺,chi3 duo2
巫蛊,wu1 gu3
似乎,si4 hu1
巫溪,Wu1 xi1
齿轮,chi3 lun2
巫毒,wu1 du2
巫师,wu1 shi1
巫峡,Wu1 Xia2
齿音,chi3 yin1
巫山,wu1 shan1
巫山,Wu1 shan1
巫婆,wu1 po2
伺隙,si4 xi4
伺机,si4 ji1
颁白,ban1 bai2
伺服,si4 fu2
巨鹿,Ju4 lu4
巨额,ju4 e2
巨头,ju4 tou2
巨响,ju4 xiang3
巨集,ju4 ji2
裤口,ku4 kou3
巨野,Ju4 ye3
巨轮,ju4 lun2
巨资,ju4 zi1
巨变,ju4 bian4
巨蠹,ju4 du4
裤子,ku4 zi5
巨蟹,Ju4 xie4
巨蟒,ju4 mang3
巨蜥,ju4 xi1
巨蛋,ju4 dan4
裤带,ku4 dai4
裤管,ku4 guan3
巨著,ju4 zhu4
裤腿,ku4 tui3
裤衩,ku4 cha3
巨细,ju4 xi4
裤裙,ku4 qun2
裤裆,ku4 dang1
巨石,ju4 shi2
巨兽,ju4 shou4
裤袜,ku4 wa4
伺候,ci4 hou4
齿鲸,chi3 jing1
齿龈,chi3 yin2
鸾凤,luan2 feng4
巨流,ju4 liu2
巨款,ju4 kuan3
巨星,ju4 xing1
巨擘,ju4 bo4
巨幅,ju4 fu2
巨峰,Ju4 feng1
巨富,ju4 fu4
褶子,zhe3 zi5
巨大,ju4 da4
巨型,ju4 xing2
褶曲,zhe3 qu1
巨匠,ju4 jiang4
巨人,ju4 ren2
巨亨,ju4 heng1
伸雪,shen1 xue3
巧辩,qiao3 bian4
褶皱,zhe3 zhou4
巧诈,qiao3 zha4
巧计,qiao3 ji4
伸开,shen1 kai1
伸长,shen1 chang2
巧手,qiao3 shou3
巧干,qiao3 gan4
亵慢,xie4 man4
巧家,Qiao3 jia1
亵昵,xie4 ni4
巧妇,qiao3 fu4
巧妙,qiao3 miao4
巧合,qiao3 he2
巧匠,qiao3 jiang4
亵渎,xie4 du2
亵黩,xie4 du2
巧人,qiao3 ren2
颁示,ban1 shi4
左首,zuo3 shou3
颁给,ban1 gei3
左面,zuo3 mian4
伸缩,shen1 suo1
左云,Zuo3 yun2
颁行,ban1 xing2
左镇,Zuo3 zhen4
襁褓,qiang3 bao3
伸港,Shen1 gang3
伸手,shen1 shou3
左边,zuo3 bian5
颁赐,ban1 ci4
左近,zuo3 jin4
左转,zuo3 zhuan3
襄垣,Xiang1 yuan2
襄城,Xiang1 cheng2
左贡,Zuo3 gong4
左袒,zuo3 tan3
左舷,zuo3 xian2
左舵,zuo3 duo4
襄樊,Xiang1 fan2
左联,Zuo3 lian2
左翼,zuo3 yi4
襄汾,Xiang1 fen2
襄阳,Xiang1 yang2
伸张,shen1 zhang1
左营,Zuo3 ying2
左派,zuo3 pai4
伸延,shen1 yan2
颁赏,ban1 shang3
左权,Zuo3 quan2
伸展,shen1 zhan3
伸出,shen1 chu1
左拉,Zuo3 la1
左手,zuo3 shou3
伸冤,shen1 yuan1
左思,Zuo3 Si1
左岸,Zuo3 an4
齿龋,chi3 qu3
袯襫,bo2 shi4
伶鼬,ling2 you4
袄子,ao3 zi5
袄教,Ao3 jiao4
卤化,lu3 hua4
顿悟,dun4 wu4
伶悧,ling2 li4
伶俜,ling2 ping1
裣衽,lian3 ren4
左右,zuo3 you4
伶俐,ling2 li4
伶仃,ling2 ding1
左券,zuo3 quan4
襟兄,jin1 xiong1
左倾,zuo3 qing1
左传,Zuo3 Zhuan4
左侧,zuo3 ce4
襟度,jin1 du4
襟弟,jin1 di4
左下,zuo3 xia4
左上,zuo3 shang4
伶人,ling2 ren2
卤味,lu3 wei4
工龄,gong1 ling2
工党,gong1 dang3
工体,Gong1 ti3
工头,gong1 tou2
工钱,gong1 qian2
工部,Gong1 Bu4
襟怀,jin1 huai2
襟抱,jin1 bao4
襟素,jin1 su4
工农,gong1 nong2
工农,Gong1 nong2
工资,gong1 zi1
顿挫,dun4 cuo4
伴随,ban4 sui2
伴舞,ban4 wu3
工行,Gong1 hang2
工蜂,gong1 feng1
顿时,dun4 shi2
顿河,Dun4 He2
工艺,gong1 yi4
褴褛,lan2 lu:3
伴热,ban4 re4
工种,gong1 zhong3
伴有,ban4 you3
伴星,ban4 xing1
袜套,wa4 tao4
袜子,wa4 zi5
工程,gong1 cheng2
工科,gong1 ke1
袜带,wa4 dai4
工矿,gong1 kuang4
袜裤,wa4 ku4
伴娘,ban4 niang2
伴奏,ban4 zou4
伴唱,ban4 chang4
顿然,dun4 ran2
伴同,ban4 tong2
衬垫,chen4 dian4
衬托,chen4 tuo1
衬线,chen4 xian4
衬衣,chen4 yi1
衬衫,chen4 shan1
衬裙,chen4 qun2
衬里,chen4 li3
工业,gong1 ye4
工校,gong1 xiao4
工期,gong1 qi1
工会,gong1 hui4
工时,gong1 shi2
衬裤,chen4 ku4
工整,gong1 zheng3
工厂,gong1 chang3
工序,gong1 xu4
顿号,dun4 hao4
袭击,xi2 ji1
伴侣,ban4 lu:3
卤属,lu3 shu3
工学,gong1 xue2
工委,gong1 wei3
卤族,lu3 zu2
工夫,gong1 fu5
工夫,gong1 fu1
工坊,gong1 fang2
工地,gong1 di4
卤水,lu3 shui3
卤田,lu3 tian2
估量,gu1 liang5
估计,gu1 ji4
工商,gong1 shang1
工友,gong1 you3
工匠,gong1 jiang4
估衣,gu4 yi1
西乃,Xi1 nai3
西亚,Xi1 Ya4
西侧,xi1 ce4
西元,xi1 yuan2
工具,gong1 ju4
工兵,gong1 bing1
西充,Xi1 chong1
工伤,gong1 shang1
西北,xi1 bei3
西区,Xi1 qu1
西南,xi1 nan2
西吉,Xi1 ji2
西周,Xi1 Zhou1
西和,Xi1 he2
西单,Xi1 dan1
西固,Xi1 gu4
西域,Xi1 yu4
西塔,xi1 ta3
西夏,Xi1 Xia4
西外,Xi1 Wai4
西天,Xi1 tian1
西奇,xi1 qi2
西奈,Xi1 nai4
西子,Xi1 zi3
西学,Xi1 xue2
西安,Xi1 an1
西宁,Xi1 ning2
西峰,Xi1 feng1
西峡,Xi1 xia2
西屿,Xi1 yu3
工作,gong1 zuo4
工件,gong1 jian4
西岳,xi1 yue4
西平,Xi1 ping2
西康,Xi1 kang1
工人,gong1 ren2
工事,gong1 shi4
估算,gu1 suan4
估产,gu1 chan3
估测,gu1 ce4
巢穴,chao2 xue2
西式,xi1 shi4
西弗,Xi1 fu2
巢湖,Chao2 hu2
估摸,gu1 mo5
估定,gu1 ding4
西征,xi1 zheng1
西德,Xi1 De2
西戎,Xi1 rong2
西打,xi1 da2
巡逻,xun2 luo2
巡游,xun2 you2
西拉,Xi1 la1
巡回,xun2 hui2
巡警,xun2 jing3
巡视,xun2 shi4
西敏,Xi1 min3
巡航,xun2 hang2
西文,Xi1 wen2
西方,Xi1 fang1
巡查,xun2 cha2
巡抚,xun2 fu3
巡捕,xun2 bu3
巡弋,xun2 yi4
西施,Xi1 shi1
西昌,Xi1 chang1
巡回,xun2 hui2
顿觉,dun4 jue2
估价,gu1 jia4
估值,gu1 zhi2
州长,zhou1 zhang3
西晋,Xi1 Jin4
州立,zhou1 li4
州界,zhou1 jie4
州伯,zhou1 bo2
卤素,lu3 su4
西历,xi1 li4
川党,chuan1 dang3
川震,Chuan1 zhen4
川资,chuan1 zi1
川西,Chuan1 xi1
川藏,Chuan1 Zang4
西服,xi1 fu2
川菜,Chuan1 cai4
川芎,chuan1 xiong1
西松,Xi1 song1
川谷,chuan1 gu3
西林,Xi1 lin2
西柚,xi1 you4
川沙,Chuan1 sha1
川崎,Chuan1 qi2
川外,Chuan1 Wai4
西欧,Xi1 ou1
川汇,Chuan1 hui4
川剧,Chuan1 ju4
卤莽,lu3 mang3
伯颜,Ba4 yan2
顿足,dun4 zu2
伯都,bo2 du1
顿首,dun4 shou3
伯莎,Bo2 sha1
卤质,lu3 zhi4
岩画,yan2 hua4
岩床,yan2 chuang2
岩层,yan2 ceng2
龟公,gui1 gong1
巅峰,dian1 feng1
上海,Shang4 hai3
上浮,shang4 fu2
伯父,bo2 fu4
巍然,wei1 ran2
巍巍,wei1 wei1
巍峨,wei1 e2
西江,Xi1 jiang1
西池,Xi1 Chi2
伯爵,bo2 jue2
伯母,bo2 mu3
伯乐,Bo2 Le4
颇具,po1 ju4
颇多,po1 duo1
颇为,po1 wei2
上浣,shang4 huan4
伯恩,Bo2 en1
领事,ling3 shi4
领先,ling3 xian1
西沉,xi1 chen2
西沙,Xi1 sha1
岳麓,Yue4 lu4
西洋,xi1 yang2
西海,Xi1 hai3
岳塘,Yue4 tang2
领到,ling3 dao4
领取,ling3 qu3
伯叔,bo2 shu1
西凉,Xi1 Liang2
岭东,Ling3 dong1
岭巆,ling3 ying2
岭南,Ling3 nan2
领受,ling3 shou4
领口,ling3 kou3
伯劳,bo2 lao2
领命,ling3 ming4
领唱,ling3 chang4
领土,ling3 tu3
伯杰,Bo2 jie2
伯伯,bo2 bo5
领地,ling3 di4
领域,ling3 yu4
一带,yi1 dai4
西港,Xi1 gang3
峄城,Yi4 cheng2
上流,shang4 liu2
上汽,Shang4 Qi4
伢崽,ya2 zai3
伢子,ya2 zi5
上水,Shang4 shui3
咸水,xian2 shui3
上款,shang4 kuan3
嶙峋,lin2 xun2
上次,shang4 ci4
西湖,Xi1 hu2
崂山,Lao2 shan1
领子,ling3 zi5
伙食,huo3 shi2
伙颐,huo3 yi2
伙计,huo3 ji5
伙夫,huo3 fu1
伙同,huo3 tong2
伙伴,huo3 ban4
上标,shang4 biao1
崭齐,zhan3 qi2
西汉,Xi1 Han4
崭然,zhan3 ran2
崭晴,zhan3 qing2
崭新,zhan3 xin1
崭劲,zhan3 jin4
崭亮,zhan3 liang4
上楼,shang4 lou2
领导,ling3 dao3
休养,xiu1 yang3
领巾,ling3 jin1
休闲,xiu1 xian2
领带,ling3 dai4
休达,Xiu1 da2
休谟,Xiu1 mo2
领悟,ling3 wu4
领情,ling3 qing2
休止,xiu1 zhi3
休会,xiu1 hui4
嵩县,Song1 xian4
西墙,Xi1 qiang2
嵩明,Song1 ming2
嵩山,Song1 Shan1
领收,ling3 shou1
领教,ling3 jiao4
嵞山,Tu2 shan1
领料,ling3 liao4
休整,xiu1 zheng3
休战,xiu1 zhan4
休憩,xiu1 qi4
休想,xiu1 xiang3
休惜,xiu1 xi1
岚县,Lan2 xian4
西瓜,xi1 gua1
岚皋,Lan2 gao1
西畴,Xi1 chou2
岚山,Lan2 shan1
领会,ling3 hui4
休息,xiu1 xi5
嵌进,qian4 jin4
嵌套,qian4 tao4
嵌入,qian4 ru4
休庭,xiu1 ting2
领有,ling3 you3
休宁,Xiu1 ning2
嵊县,Sheng4 xian4
西皮,xi1 pi2
西秀,Xi1 xiu4
嵊泗,Sheng4 si4
西秦,Xi1 Qin2
嵊州,Sheng4 zhou1
休学,xiu1 xue2
休妻,xiu1 qi1
领洗,ling3 xi3
休兵,xiu1 bing1
休克,xiu1 ke4
休假,xiu1 jia4
领海,ling3 hai3
领奖,ling3 jiang3
咸海,Xian2 Hai3
上杆,shang4 gan1
伐柯,fa2 ke1
领班,ling3 ban1
领略,ling3 lu:e4
西端,xi1 duan1
崩陷,beng1 xian4
崩裂,beng1 lie4
崩落,beng1 luo4
崩盘,beng1 pan2
崩症,beng1 zheng4
崩溃,beng1 kui4
崩漏,beng1 lou4
崩决,beng1 jue2
崩毁,beng1 hui3
崩殂,beng1 cu2
崩摧,beng1 cui1
西米,xi1 mi3
崩坏,beng1 huai4
崩塌,beng1 ta1
崩坍,beng1 tan1
崩倒,beng1 dao3
伐木,fa2 mu4
上校,shang4 xiao4
领空,ling3 kong1
领结,ling3 jie2
峥巆,zheng1 ying2
峥嵘,zheng1 rong2
伏辩,fu2 bian4
伏输,fu2 shu1
伏诛,fu2 zhu1
伏虎,fu2 hu3
崛起,jue2 qi3
崛立,jue2 li4
西经,xi1 jing1
伏卧,fu2 wo4
领罪,ling3 zui4
西芹,xi1 qin2
仑背,Lun2 bei4
伏羲,Fu2 Xi1
领航,ling3 hang2
岗楼,gang3 lou4
西华,Xi1 hua2
岗巴,Gang3 ba1
岗位,gang3 wei4
西藏,Xi1 zang4
伏罪,fu2 zui4
崖限,ya2 xian4
